Brand,Price,Horsepower,Fuel Efficiency,Encoded_Brand,Scaled_Horsepower,Scaled_Fuel_Efficiency,Scaled_Brand,Performance_Index
Brand A,42575,207,29.2,4,0.2675,0.768,0.375,6044.4
Brand Y,78638,174,21.6,3,0.185,0.4640000000000001,0.25,3758.4
Brand Y,83679,293,15.9,3,0.4825,0.23600000000000002,0.25,4658.7
Brand D,80913,193,28.6,9,0.2325,0.7440000000000001,1.0,5519.8
Brand C,81374,420,22.4,6,0.8,0.49599999999999994,0.625,9408.0
Brand Y,30144,439,27.5,3,0.8475,0.7,0.25,12072.5
Brand C,61843,134,16.9,6,0.085,0.27599999999999997,0.625,2264.6
Brand Z,94728,407,22.3,7,0.7675,0.49200000000000005,0.75,9076.1
Brand X,52181,107,11.9,8,0.0175,0.07600000000000001,0.875,1273.3
Brand W,37735,431,12.0,1,0.8275,0.08,0.0,5172.0
Brand B,63870,284,31.8,5,0.46,0.872,0.5,9031.2
Brand D,85158,325,28.8,9,0.5625,0.752,1.0,9360.0
Brand Y,52276,482,19.1,3,0.955,0.36400000000000005,0.25,9206.2
Brand X,71429,156,23.0,8,0.14,0.52,0.875,3588.0
Brand D,62085,146,14.3,9,0.115,0.17200000000000004,1.0,2087.8
Brand Y,36532,470,14.6,3,0.925,0.184,0.25,6862.0
Brand D,63691,128,29.0,9,0.07,0.76,1.0,3712.0
Brand C,56492,338,16.9,6,0.595,0.27599999999999997,0.625,5712.2
Brand A,60662,216,10.9,4,0.29,0.03600000000000001,0.375,2354.4
Brand C,37834,352,19.1,6,0.63,0.36400000000000005,0.625,6723.200000000001
Brand B,38030,254,17.2,5,0.385,0.288,0.5,4368.8
Brand B,76843,108,26.7,5,0.02,0.6679999999999999,0.5,2883.6
Brand A,95377,306,30.6,4,0.515,0.8240000000000001,0.375,9363.6
Brand B,67065,427,14.5,5,0.8175,0.18,0.5,6191.5
Brand B,86846,198,33.9,5,0.245,0.956,0.5,6712.2
Brand Y,43111,350,13.8,3,0.625,0.15200000000000002,0.25,4830.0
Brand D,93903,247,18.0,9,0.3675,0.32,1.0,4446.0
Brand Z,35045,360,13.0,7,0.65,0.12,0.75,4680.0
Brand C,46053,454,22.8,6,0.885,0.512,0.625,10351.2
Brand X,84259,313,19.8,8,0.5325,0.392,0.875,6197.400000000001
Brand D,72315,100,23.7,9,0.0,0.5479999999999999,1.0,2370.0
Brand B,67702,226,19.1,5,0.315,0.36400000000000005,0.5,4316.6
Brand Y,91655,404,15.6,3,0.76,0.22399999999999998,0.25,6302.4
Brand A,31960,311,10.6,4,0.5275,0.023999999999999987,0.375,3296.6
Brand Z,70975,115,22.2,7,0.0375,0.488,0.75,2553.0
Brand D,92444,328,21.1,9,0.57,0.44400000000000006,1.0,6920.8
Brand W,38220,341,34.3,1,0.6025,0.9719999999999999,0.0,11696.3
Brand E,44377,396,18.5,2,0.74,0.34,0.125,7326.0
Brand B,81156,495,20.6,5,0.9875,0.42400000000000004,0.5,10197.0
Brand C,99559,421,14.4,6,0.8025,0.17600000000000002,0.625,6062.400000000001
Brand C,83444,495,15.3,6,0.9875,0.21200000000000002,0.625,7573.5
Brand A,89269,453,17.5,4,0.8825,0.3,0.375,7927.5
Brand Z,89069,212,10.6,7,0.28,0.023999999999999987,0.75,2247.2
Brand A,59260,250,25.1,4,0.375,0.6040000000000001,0.375,6275.0
Brand D,81760,144,12.5,9,0.11,0.1,1.0,1800.0
Brand Y,93462,369,18.7,3,0.6725,0.348,0.25,6900.3
Brand D,82156,209,22.8,9,0.2725,0.512,1.0,4765.2
Brand A,93983,111,11.3,4,0.0275,0.052000000000000025,0.375,1254.3000000000002
Brand B,84257,495,25.4,5,0.9875,0.616,0.5,12573.0
Brand W,40489,293,34.3,1,0.4825,0.9719999999999999,0.0,10049.9
Brand W,43049,470,23.7,1,0.925,0.5479999999999999,0.0,11139.0
Brand W,64837,160,16.1,1,0.15,0.24400000000000005,0.0,2576.0
Brand Y,72900,197,28.3,3,0.2425,0.732,0.25,5575.1
Brand D,71112,452,14.5,9,0.88,0.18,1.0,6554.0
Brand Z,91222,269,24.9,7,0.4225,0.596,0.75,6698.099999999999
Brand B,75851,105,12.6,5,0.0125,0.10399999999999998,0.5,1323.0
Brand D,93299,250,23.7,9,0.375,0.5479999999999999,1.0,5925.0
Brand W,78170,117,26.0,1,0.0425,0.64,0.0,3042.0
Brand W,60839,317,22.9,1,0.5425,0.5159999999999999,0.0,7259.299999999999
Brand Y,80598,270,17.6,3,0.425,0.30400000000000005,0.25,4752.0
Brand W,39298,250,26.5,1,0.375,0.66,0.0,6625.0
Brand W,88544,218,11.3,1,0.295,0.052000000000000025,0.0,2463.4
Brand B,49949,294,15.3,5,0.485,0.21200000000000002,0.5,4498.2
Brand Z,90729,440,16.5,7,0.85,0.26,0.75,7260.0
Brand X,34434,370,11.0,8,0.675,0.04,0.875,4070.0
Brand Y,98692,220,23.7,3,0.3,0.5479999999999999,0.25,5214.0
Brand W,89564,279,13.5,1,0.4475,0.14,0.0,3766.5
Brand W,60835,375,27.5,1,0.6875,0.7,0.0,10312.5
Brand X,42728,267,14.2,8,0.4175,0.16799999999999998,0.875,3791.3999999999996
Brand Y,66507,183,19.1,3,0.2075,0.36400000000000005,0.25,3495.3
Brand D,92335,183,20.0,9,0.2075,0.4,1.0,3660.0
Brand Y,65183,153,34.6,3,0.1325,0.9840000000000001,0.25,5293.8
Brand C,63535,325,23.5,6,0.5625,0.54,0.625,7637.5
Brand B,80933,301,13.7,5,0.5025,0.14799999999999996,0.5,4123.7
Brand B,87792,217,15.4,5,0.2925,0.21600000000000003,0.5,3341.8
Brand B,48979,392,27.5,5,0.73,0.7,0.5,10780.0
Brand Y,88251,382,17.7,3,0.705,0.308,0.25,6761.4
Brand W,61289,245,26.3,1,0.3625,0.652,0.0,6443.5
Brand Z,35529,196,10.9,7,0.24,0.03600000000000001,0.75,2136.4
Brand A,66096,243,18.5,4,0.3575,0.34,0.375,4495.5
Brand Y,67530,189,21.5,3,0.2225,0.46,0.25,4063.5
Brand A,89310,122,16.6,4,0.055,0.26400000000000007,0.375,2025.2000000000003
Brand W,40447,276,24.9,1,0.44,0.596,0.0,6872.4
Brand W,97359,345,20.8,1,0.6125,0.43200000000000005,0.0,7176.0
Brand W,34359,380,32.9,1,0.7,0.9159999999999999,0.0,12502.0
Brand Z,99192,377,15.4,7,0.6925,0.21600000000000003,0.75,5805.8
Brand B,90043,417,10.7,5,0.7925,0.027999999999999973,0.5,4461.9
Brand C,64680,454,31.8,6,0.885,0.872,0.625,14437.2
Brand W,75148,136,15.2,1,0.09,0.20799999999999996,0.0,2067.2
Brand B,87547,408,20.2,5,0.77,0.408,0.5,8241.6
Brand E,31172,420,18.3,2,0.8,0.332,0.125,7686.0
Brand C,95707,440,28.7,6,0.85,0.748,0.625,12628.0
Brand W,94843,329,27.3,1,0.5725,0.6920000000000001,0.0,8981.7
Brand X,97060,245,23.6,8,0.3625,0.544,0.875,5782.0
Brand A,75199,301,25.1,4,0.5025,0.6040000000000001,0.375,7555.1
Brand X,76366,280,12.8,8,0.45,0.11200000000000003,0.875,3584.0
Brand B,67976,468,14.3,5,0.92,0.17200000000000004,0.5,6692.400000000001
Brand E,34488,173,11.0,2,0.1825,0.04,0.125,1903.0
Brand Z,64404,345,22.7,7,0.6125,0.508,0.75,7831.5
Brand B,42200,301,34.5,5,0.5025,0.98,0.5,10384.5
Brand X,79799,443,31.6,8,0.8575,0.8640000000000001,0.875,13998.800000000001
Brand D,69195,447,19.5,9,0.8675,0.38,1.0,8716.5
Brand Y,92810,280,12.6,3,0.45,0.10399999999999998,0.25,3528.0
Brand C,81978,423,34.9,6,0.8075,0.996,0.625,14762.699999999999
Brand C,88385,289,26.8,6,0.4725,0.672,0.625,7745.2
Brand E,75100,472,33.4,2,0.93,0.9359999999999999,0.125,15764.8
Brand Y,67037,381,28.8,3,0.7025,0.752,0.25,10972.800000000001
Brand A,82777,355,15.7,4,0.6375,0.22799999999999998,0.375,5573.5
Brand Z,43083,492,15.4,7,0.98,0.21600000000000003,0.75,7576.8
Brand B,68453,269,27.9,5,0.4225,0.716,0.5,7505.099999999999
Brand W,97086,212,28.3,1,0.28,0.732,0.0,5999.6
Brand E,72710,415,16.8,2,0.7875,0.272,0.125,6972.0
Brand D,44418,114,13.1,9,0.035,0.12399999999999999,1.0,1493.3999999999999
Brand E,65011,365,18.1,2,0.6625,0.32400000000000007,0.125,6606.500000000001
Brand X,35728,210,10.2,8,0.275,0.007999999999999972,0.875,2142.0
Brand A,97112,120,28.8,4,0.05,0.752,0.375,3456.0
Brand A,30966,460,14.9,4,0.9,0.196,0.375,6854.0
Brand D,69120,388,23.7,9,0.72,0.5479999999999999,1.0,9195.6
Brand W,78356,332,13.1,1,0.58,0.12399999999999999,0.0,4349.2
Brand Z,89383,358,31.3,7,0.645,0.852,0.75,11205.4
Brand Y,85126,351,18.6,3,0.6275,0.3440000000000001,0.25,6528.6
Brand W,68061,302,31.2,1,0.505,0.848,0.0,9422.4
Brand A,98658,229,30.5,4,0.3225,0.82,0.375,6984.5
Brand C,78253,283,13.2,6,0.4575,0.12799999999999997,0.625,3735.6
Brand E,57433,184,16.0,2,0.21,0.24,0.125,2944.0
Brand A,36356,352,29.9,4,0.63,0.7959999999999999,0.375,10524.8
Brand E,47997,188,21.4,2,0.22,0.45599999999999996,0.125,4023.2
Brand X,39385,158,24.7,8,0.145,0.588,0.875,3902.6
Brand Z,72502,407,14.6,7,0.7675,0.184,0.75,5942.2
Brand Z,97285,433,33.5,7,0.8325,0.94,0.75,14505.5
Brand C,81601,486,21.0,6,0.965,0.44,0.625,10206.0
Brand A,54311,405,11.0,4,0.7625,0.04,0.375,4455.0
Brand Y,86281,240,25.6,3,0.35,0.6240000000000001,0.25,6144.0
Brand B,32181,174,16.2,5,0.185,0.24799999999999997,0.5,2818.7999999999997
Brand W,80820,191,34.4,1,0.2275,0.976,0.0,6570.4
Brand E,88923,282,25.7,2,0.455,0.628,0.125,7247.4
Brand E,54287,466,31.6,2,0.915,0.8640000000000001,0.125,14725.6
Brand X,53305,332,28.8,8,0.58,0.752,0.875,9561.6
Brand E,70316,400,24.2,2,0.75,0.568,0.125,9680.0
Brand X,79932,484,32.4,8,0.96,0.8959999999999999,0.875,15681.599999999999
Brand B,36721,243,17.5,5,0.3575,0.3,0.5,4252.5
Brand A,70291,313,28.7,4,0.5325,0.748,0.375,8983.1
Brand Y,51648,361,15.5,3,0.6525,0.22,0.25,5595.5
Brand B,40322,447,30.5,5,0.8675,0.82,0.5,13633.5
Brand B,97085,291,15.1,5,0.4775,0.204,0.5,4394.099999999999
Brand E,71480,138,32.6,2,0.095,0.904,0.125,4498.8
Brand Z,84560,240,12.0,7,0.35,0.08,0.75,2880.0
Brand D,99756,108,30.8,9,0.02,0.8320000000000001,1.0,3326.4
Brand D,30449,173,19.0,9,0.1825,0.36,1.0,3287.0
Brand W,41717,264,17.6,1,0.41,0.30400000000000005,0.0,4646.400000000001
Brand D,85108,103,19.5,9,0.0075,0.38,1.0,2008.5
Brand A,65734,115,31.1,4,0.0375,0.8440000000000001,0.375,3576.5
Brand D,31972,287,27.9,9,0.4675,0.716,1.0,8007.299999999999
Brand E,59327,465,12.3,2,0.9125,0.09200000000000003,0.125,5719.5
Brand C,79904,452,27.3,6,0.88,0.6920000000000001,0.625,12339.6
Brand B,89342,246,24.2,5,0.365,0.568,0.5,5953.2
Brand B,78900,315,29.1,5,0.5375,0.764,0.5,9166.5
Brand W,69039,240,34.3,1,0.35,0.9719999999999999,0.0,8232.0
Brand Y,37459,233,21.6,3,0.3325,0.4640000000000001,0.25,5032.8
Brand Z,70262,421,32.7,7,0.8025,0.9080000000000001,0.75,13766.7
Brand X,96710,234,12.7,8,0.335,0.10799999999999997,0.875,2971.7999999999997
Brand B,34371,348,12.3,5,0.62,0.09200000000000003,0.5,4280.400000000001
Brand W,73970,430,22.2,1,0.825,0.488,0.0,9546.0
Brand A,64160,281,12.5,4,0.4525,0.1,0.375,3512.5
Brand W,82435,329,31.4,1,0.5725,0.856,0.0,10330.6
Brand X,79441,320,34.2,8,0.55,0.9680000000000001,0.875,10944.0
Brand C,55354,148,28.5,6,0.12,0.74,0.625,4218.0
Brand Y,94471,387,30.3,3,0.7175,0.812,0.25,11726.1
Brand A,31787,457,31.7,4,0.8925,0.868,0.375,14486.9
Brand C,96356,488,30.8,6,0.97,0.8320000000000001,0.625,15030.4
Brand D,58965,444,28.0,9,0.86,0.72,1.0,12432.0
Brand Y,63871,338,27.5,3,0.595,0.7,0.25,9295.0
Brand B,74234,343,17.7,5,0.6075,0.308,0.5,6071.099999999999
Brand E,97545,492,32.0,2,0.98,0.88,0.125,15744.0
Brand A,57753,100,23.0,4,0.0,0.52,0.375,2300.0
Brand B,37127,243,18.1,5,0.3575,0.32400000000000007,0.5,4398.3
Brand A,40818,392,13.1,4,0.73,0.12399999999999999,0.375,5135.2
Brand W,50428,178,25.7,1,0.195,0.628,0.0,4574.599999999999
Brand W,48699,389,32.2,1,0.7225,0.8880000000000001,0.0,12525.800000000001
Brand W,60822,222,22.3,1,0.305,0.49200000000000005,0.0,4950.6
Brand Z,93744,471,10.8,7,0.9275,0.03200000000000003,0.75,5086.8
Brand E,72794,329,21.2,2,0.5725,0.44799999999999995,0.125,6974.8
Brand Z,70469,267,12.5,7,0.4175,0.1,0.75,3337.5
Brand W,47494,153,31.3,1,0.1325,0.852,0.0,4788.900000000001
Brand B,77727,391,31.7,5,0.7275,0.868,0.5,12394.699999999999
Brand B,32011,269,27.5,5,0.4225,0.7,0.5,7397.5
Brand E,53076,339,21.0,2,0.5975,0.44,0.125,7119.0
Brand E,57137,174,26.3,2,0.185,0.652,0.125,4576.2
Brand X,79919,497,23.7,8,0.9925,0.5479999999999999,0.875,11778.9
Brand A,59765,349,10.6,4,0.6225,0.023999999999999987,0.375,3699.4
Brand Z,82327,460,31.7,7,0.9,0.868,0.75,14582.0
Brand Y,32428,140,18.1,3,0.1,0.32400000000000007,0.25,2534.0
Brand Z,95232,456,19.7,7,0.89,0.38799999999999996,0.75,8983.199999999999
Brand Z,99221,300,23.6,7,0.5,0.544,0.75,7080.0
Brand B,60567,384,24.1,5,0.71,0.5640000000000001,0.5,9254.400000000001
Brand Z,95262,377,13.2,7,0.6925,0.12799999999999997,0.75,4976.4
Brand C,77543,135,13.1,6,0.0875,0.12399999999999999,0.625,1768.5
Brand B,70897,144,20.8,5,0.11,0.43200000000000005,0.5,2995.2000000000003
Brand D,97339,222,17.1,9,0.305,0.28400000000000003,1.0,3796.2000000000003
Brand Z,33000,434,20.2,7,0.835,0.408,0.75,8766.8
Brand Z,57792,355,34.2,7,0.6375,0.9680000000000001,0.75,12141.000000000002
Brand E,32552,375,16.5,2,0.6875,0.26,0.125,6187.5
Brand A,84781,129,34.8,4,0.0725,0.9919999999999999,0.375,4489.2
Brand A,81315,120,14.0,4,0.05,0.16,0.375,1680.0
Brand X,39545,105,32.0,8,0.0125,0.88,0.875,3360.0
Brand Z,33802,266,13.0,7,0.415,0.12,0.75,3458.0
Brand A,34077,434,31.4,4,0.835,0.856,0.375,13627.599999999999
Brand Y,43168,124,18.1,3,0.06,0.32400000000000007,0.25,2244.4
Brand Z,63558,125,10.4,7,0.0625,0.016000000000000014,0.75,1300.0
Brand C,94960,103,34.3,6,0.0075,0.9719999999999999,0.625,3532.8999999999996
Brand B,99784,260,29.8,5,0.4,0.792,0.5,7748.0
Brand A,81706,127,13.2,4,0.0675,0.12799999999999997,0.375,1676.3999999999999
Brand X,75873,360,25.4,8,0.65,0.616,0.875,9144.0
Brand W,64001,491,16.5,1,0.9775,0.26,0.0,8101.5
Brand B,32452,451,21.6,5,0.8775,0.4640000000000001,0.5,9741.6
Brand Y,75204,275,13.8,3,0.4375,0.15200000000000002,0.25,3795.0
Brand Z,88487,443,28.3,7,0.8575,0.732,0.75,12536.9
Brand B,41943,148,19.0,5,0.12,0.36,0.5,2812.0
Brand X,42452,168,16.0,8,0.17,0.24,0.875,2688.0
Brand Z,35922,278,32.1,7,0.445,0.884,0.75,8923.800000000001
Brand W,90640,283,21.9,1,0.4575,0.4759999999999999,0.0,6197.7
Brand Z,86360,288,14.4,7,0.47,0.17600000000000002,0.75,4147.2
Brand D,41152,338,33.3,9,0.595,0.9319999999999999,1.0,11255.4
Brand A,55236,304,33.0,4,0.51,0.92,0.375,10032.0
Brand W,69453,447,23.4,1,0.8675,0.5359999999999999,0.0,10459.8
Brand B,66891,471,22.5,5,0.9275,0.5,0.5,10597.5
Brand B,35648,145,27.9,5,0.1125,0.716,0.5,4045.5
Brand E,36964,122,20.5,2,0.055,0.42,0.125,2501.0
Brand Y,86957,344,17.0,3,0.61,0.28,0.25,5848.0
Brand E,84514,415,18.4,2,0.7875,0.33599999999999997,0.125,7635.999999999999
Brand B,44723,463,18.0,5,0.9075,0.32,0.5,8334.0
Brand E,50497,464,17.8,2,0.91,0.31200000000000006,0.125,8259.2
Brand E,73522,381,29.5,2,0.7025,0.78,0.125,11239.5
Brand A,32849,414,17.5,4,0.785,0.3,0.375,7245.0
Brand D,36967,177,16.5,9,0.1925,0.26,1.0,2920.5
Brand C,30521,109,28.1,6,0.0225,0.7240000000000001,0.625,3062.9
Brand A,55213,152,20.7,4,0.13,0.428,0.375,3146.4
Brand E,60306,438,23.3,2,0.845,0.532,0.125,10205.4
Brand E,60721,424,18.1,2,0.81,0.32400000000000007,0.125,7674.400000000001
Brand X,67258,377,19.1,8,0.6925,0.36400000000000005,0.875,7200.700000000001
Brand X,93568,378,11.9,8,0.695,0.07600000000000001,0.875,4498.2
Brand B,76266,234,24.5,5,0.335,0.58,0.5,5733.0
Brand C,89502,368,21.5,6,0.67,0.46,0.625,7912.0
Brand Z,70955,374,12.2,7,0.685,0.08799999999999997,0.75,4562.8
Brand Y,54742,452,28.3,3,0.88,0.732,0.25,12791.6
Brand B,32101,188,15.5,5,0.22,0.22,0.5,2914.0
Brand W,47254,247,18.9,1,0.3675,0.3559999999999999,0.0,4668.299999999999
Brand B,47564,435,19.6,5,0.8375,0.38400000000000006,0.5,8526.0
Brand A,67689,415,30.7,4,0.7875,0.828,0.375,12740.5
Brand A,39724,117,34.8,4,0.0425,0.9919999999999999,0.375,4071.5999999999995
Brand Z,46365,469,33.8,7,0.9225,0.9519999999999998,0.75,15852.199999999999
Brand W,45498,337,21.7,1,0.5925,0.46799999999999997,0.0,7312.9
Brand B,73511,112,27.2,5,0.03,0.688,0.5,3046.4
Brand C,78036,373,23.2,6,0.6825,0.528,0.625,8653.6
Brand A,40401,345,12.0,4,0.6125,0.08,0.375,4140.0
Brand Y,43096,213,23.7,3,0.2825,0.5479999999999999,0.25,5048.099999999999
Brand D,87749,304,11.8,9,0.51,0.07200000000000002,1.0,3587.2000000000003
Brand B,36847,162,21.5,5,0.155,0.46,0.5,3483.0
Brand D,37290,139,14.7,9,0.0975,0.18799999999999997,1.0,2043.3
Brand D,93406,111,20.0,9,0.0275,0.4,1.0,2220.0
Brand B,43550,290,17.7,5,0.475,0.308,0.5,5133.0
Brand E,72225,303,28.0,2,0.5075,0.72,0.125,8484.0
Brand Y,54882,256,28.1,3,0.39,0.7240000000000001,0.25,7193.6
Brand Y,73743,371,32.6,3,0.6775,0.904,0.25,12094.6
Brand Y,67346,351,30.7,3,0.6275,0.828,0.25,10775.699999999999
Brand W,45059,361,34.7,1,0.6525,0.9880000000000001,0.0,12526.7
Brand Z,77769,323,31.6,7,0.5575,0.8640000000000001,0.75,10206.800000000001
Brand A,92917,279,17.4,4,0.4475,0.29599999999999993,0.375,4854.599999999999
Brand X,72180,369,10.4,8,0.6725,0.016000000000000014,0.875,3837.6
Brand C,41089,280,31.3,6,0.45,0.852,0.625,8764.0
Brand Y,50222,382,25.3,3,0.705,0.612,0.25,9664.6
Brand Y,83993,394,30.4,3,0.735,0.816,0.25,11977.599999999999
Brand E,97430,163,18.0,2,0.1575,0.32,0.125,2934.0
Brand E,46556,123,11.7,2,0.0575,0.06799999999999998,0.125,1439.1
Brand Z,80546,368,24.8,7,0.67,0.5920000000000001,0.75,9126.4
Brand X,78517,173,24.9,8,0.1825,0.596,0.875,4307.7
Brand Y,78960,267,26.6,3,0.4175,0.664,0.25,7102.200000000001
Brand W,67976,371,28.6,1,0.6775,0.7440000000000001,0.0,10610.6
Brand X,53211,487,34.1,8,0.9675,0.9640000000000001,0.875,16606.7
Brand W,67290,434,22.9,1,0.835,0.5159999999999999,0.0,9938.599999999999
Brand D,48151,447,29.8,9,0.8675,0.792,1.0,13320.6
Brand D,85223,468,28.7,9,0.92,0.748,1.0,13431.6
Brand D,52307,192,20.1,9,0.23,0.4040000000000001,1.0,3859.2000000000003
Brand Z,85787,137,23.3,7,0.0925,0.532,0.75,3192.1
Brand X,54287,390,25.4,8,0.725,0.616,0.875,9906.0
Brand D,89732,275,15.8,9,0.4375,0.23200000000000004,1.0,4345.0
Brand A,90325,429,17.6,4,0.8225,0.30400000000000005,0.375,7550.400000000001
Brand C,74855,337,32.4,6,0.5925,0.8959999999999999,0.625,10918.8
Brand A,30090,435,13.8,4,0.8375,0.15200000000000002,0.375,6003.0
Brand Y,64981,211,28.2,3,0.2775,0.728,0.25,5950.2
Brand C,63824,275,22.3,6,0.4375,0.49200000000000005,0.625,6132.5
Brand A,44971,308,11.2,4,0.52,0.04799999999999997,0.375,3449.6
Brand E,62571,407,27.4,2,0.7675,0.696,0.125,11151.8
Brand B,59983,378,25.3,5,0.695,0.612,0.5,9563.4
Brand D,68762,128,21.5,9,0.07,0.46,1.0,2752.0
Brand X,60641,147,19.8,8,0.1175,0.392,0.875,2910.6
Brand W,40972,229,24.5,1,0.3225,0.58,0.0,5610.5
Brand E,69580,477,17.2,2,0.9425,0.288,0.125,8204.4
Brand X,41523,187,17.9,8,0.2175,0.31599999999999995,0.875,3347.2999999999997
Brand X,30347,142,19.9,8,0.105,0.39599999999999996,0.875,2825.7999999999997
Brand Z,57295,460,12.4,7,0.9,0.09600000000000002,0.75,5704.0
Brand C,80857,297,10.2,6,0.4925,0.007999999999999972,0.625,3029.3999999999996
Brand W,58462,165,16.2,1,0.1625,0.24799999999999997,0.0,2673.0
Brand Y,68859,201,27.7,3,0.2525,0.708,0.25,5567.7
Brand Y,34915,221,31.5,3,0.3025,0.86,0.25,6961.5
Brand E,58242,490,31.0,2,0.975,0.84,0.125,15190.0
Brand C,44731,467,24.3,6,0.9175,0.5720000000000001,0.625,11348.1
Brand A,66182,435,32.6,4,0.8375,0.904,0.375,14181.0
Brand C,44513,347,29.5,6,0.6175,0.78,0.625,10236.5
Brand W,50482,238,29.3,1,0.345,0.772,0.0,6973.400000000001
Brand B,32252,192,12.0,5,0.23,0.08,0.5,2304.0
Brand E,51441,478,25.9,2,0.945,0.6359999999999999,0.125,12380.199999999999
Brand Z,98312,353,25.8,7,0.6325,0.632,0.75,9107.4
Brand D,58418,319,34.1,9,0.5475,0.9640000000000001,1.0,10877.9
Brand B,63887,257,20.1,5,0.3925,0.4040000000000001,0.5,5165.700000000001
Brand Y,66058,447,34.2,3,0.8675,0.9680000000000001,0.25,15287.400000000001
Brand C,56175,273,17.9,6,0.4325,0.31599999999999995,0.625,4886.7
Brand B,64364,248,26.1,5,0.37,0.644,0.5,6472.8
Brand E,98484,120,23.8,2,0.05,0.552,0.125,2856.0
Brand Z,85805,397,18.3,7,0.7425,0.332,0.75,7265.1
Brand W,77263,475,19.5,1,0.9375,0.38,0.0,9262.5
Brand E,75082,285,18.1,2,0.4625,0.32400000000000007,0.125,5158.5
Brand D,74876,478,12.6,9,0.945,0.10399999999999998,1.0,6022.8
Brand Y,91043,257,22.6,3,0.3925,0.504,0.25,5808.200000000001
Brand X,89001,490,16.9,8,0.975,0.27599999999999997,0.875,8281.0
Brand E,95169,249,20.1,2,0.3725,0.4040000000000001,0.125,5004.900000000001
Brand X,48320,228,25.8,8,0.32,0.632,0.875,5882.400000000001
Brand Z,47777,256,17.6,7,0.39,0.30400000000000005,0.75,4505.6
Brand D,80496,491,13.5,9,0.9775,0.14,1.0,6628.5
Brand B,79038,109,14.2,5,0.0225,0.16799999999999998,0.5,1547.8
Brand B,79321,453,23.6,5,0.8825,0.544,0.5,10690.800000000001
Brand B,70254,169,14.0,5,0.1725,0.16,0.5,2366.0
Brand X,30645,187,10.3,8,0.2175,0.012000000000000028,0.875,1926.1000000000001
Brand Z,51975,437,21.7,7,0.8425,0.46799999999999997,0.75,9482.9
Brand Y,59000,455,24.7,3,0.8875,0.588,0.25,11238.5
Brand C,87654,349,27.0,6,0.6225,0.68,0.625,9423.0
Brand B,57574,280,17.8,5,0.45,0.31200000000000006,0.5,4984.0
Brand C,44024,288,31.6,6,0.47,0.8640000000000001,0.625,9100.800000000001
Brand X,62101,123,16.4,8,0.0575,0.25599999999999995,0.875,2017.1999999999998
Brand X,79049,400,28.2,8,0.75,0.728,0.875,11280.0
Brand B,87963,443,18.8,5,0.8575,0.35200000000000004,0.5,8328.4
Brand B,38513,310,21.0,5,0.525,0.44,0.5,6510.0
Brand D,44279,146,13.8,9,0.115,0.15200000000000002,1.0,2014.8000000000002
Brand B,77293,286,22.6,5,0.465,0.504,0.5,6463.6
Brand Y,76414,213,16.5,3,0.2825,0.26,0.25,3514.5
Brand A,54273,483,17.3,4,0.9575,0.29200000000000004,0.375,8355.9
Brand Z,51524,150,15.8,7,0.125,0.23200000000000004,0.75,2370.0
Brand X,49493,262,31.7,8,0.405,0.868,0.875,8305.4
Brand E,48347,313,10.9,2,0.5325,0.03600000000000001,0.125,3411.7000000000003
Brand A,52987,399,20.2,4,0.7475,0.408,0.375,8059.799999999999
Brand Z,62644,407,11.6,7,0.7675,0.06399999999999999,0.75,4721.2
Brand W,74030,166,28.7,1,0.165,0.748,0.0,4764.2
Brand W,40760,292,27.1,1,0.48,0.684,0.0,7913.200000000001
Brand E,55029,166,16.6,2,0.165,0.26400000000000007,0.125,2755.6000000000004
Brand Z,34327,444,27.1,7,0.86,0.684,0.75,12032.400000000001
Brand Z,49598,442,23.9,7,0.855,0.5559999999999999,0.75,10563.8
Brand B,74319,189,26.2,5,0.2225,0.648,0.5,4951.8
Brand B,40826,465,19.1,5,0.9125,0.36400000000000005,0.5,8881.5
Brand Y,66794,458,23.0,3,0.895,0.52,0.25,10534.0
Brand W,86276,187,21.1,1,0.2175,0.44400000000000006,0.0,3945.7000000000003
Brand X,89180,157,13.6,8,0.1425,0.144,0.875,2135.2
Brand A,54715,106,27.1,4,0.015,0.684,0.375,2872.6000000000004
Brand X,80491,286,29.7,8,0.465,0.7879999999999999,0.875,8494.199999999999
Brand X,84485,160,32.8,8,0.15,0.9119999999999999,0.875,5248.0
Brand D,88371,133,25.0,9,0.0825,0.6,1.0,3325.0
Brand W,87082,152,31.9,1,0.13,0.8759999999999999,0.0,4848.8
Brand D,42281,108,12.8,9,0.02,0.11200000000000003,1.0,1382.4
Brand A,86705,378,31.3,4,0.695,0.852,0.375,11831.4
Brand D,93995,224,17.8,9,0.31,0.31200000000000006,1.0,3987.2000000000003
Brand X,47038,167,21.9,8,0.1675,0.4759999999999999,0.875,3657.2999999999997
Brand B,58686,451,27.9,5,0.8775,0.716,0.5,12582.9
Brand W,63962,293,27.2,1,0.4825,0.688,0.0,7969.599999999999
Brand Z,91745,347,17.4,7,0.6175,0.29599999999999993,0.75,6037.799999999999
Brand A,98726,121,13.7,4,0.0525,0.14799999999999996,0.375,1657.6999999999998
Brand D,64972,190,27.1,9,0.225,0.684,1.0,5149.0
Brand E,45348,366,15.8,2,0.665,0.23200000000000004,0.125,5782.8
Brand D,59673,296,24.5,9,0.49,0.58,1.0,7252.0
